200000470039313 | 519069!-1
200000650721849 | 485831!+1
200001184310957 | 1269712!+1
200003001336029 | 442690!+1
200003416924823 | 1706230!-1
200004045037411 | 1767452!+1
200006074157443 | 251048!-1
200006566523669 | 697473!+1
200007262097077 | 52248!-1
200008112135459 | 324364!+1
200009372756387 | 1070018!+1
200009662079569 | 195960!-1
